finding_id,finding,item_id,model,tier,turn,layer,sub,sub_gloss,text,note
F3,不放弃话题控制、不区分主次话题,F3-C109,Qwen2.5-7B-Instruct,HSK7,7,INT,S1,放弃话题控制,你是否有兴趣尝试其中某一类别的书？或者你已经有了一些新的选择？我们可以一起讨论并决定接下来读些什么。,老师列出文学小说/心理学著作/历史文化书籍/哲学经典四大类供学生选择，下一轮学生确实综合挑选了《红楼梦》《少有人走的路》《中国古代史纲要》，S1成立。
F8,语言层面的缺陷谱系,F8-C25,Qwen2.5-7B-Instruct,HSK7,7,DEV,OTH,其他/整篇评述,《折叠北京》是他结合东西方文化的代表作之一,事实性错误：《北京折叠》（此处书名字序也被颠倒为《折叠北京》）的作者是郝景芳，刘宇昆只是该作的英译者并凭借该译作获雨果奖，并非原作者。
F8,语言层面的缺陷谱系,F8-C26,Qwen2.5-7B-Instruct,HSK7,9,DEV,OTH,其他/整篇评述,《少有人走的路》是由美国著名心理学家马斯特斯（M. Scott Peck）所著的一部心理学著作。,自相矛盾的事实错误：本轮将作者姓名写作“马斯特斯”，与第7个assistant话轮中自己正确使用的“斯科特·派克”不一致，“马斯特斯”也并非M. Scott Peck通行的中文译名。
F5,空转:重复与无进展,F5-C57,Qwen2.5-7B-Instruct,HSK7,17,DEV,DIS,话语层面问题,为了确保在6月18日的会议上能够顺利分享，你可以提前做一些准备工作：,原地打转：本轮“会议前准备”部分与第15个assistant话轮中已经给出过的准备事项几乎逐字重复，整轮内容基本是对前几轮已确认计划的重申，没有新信息推进。
F8,语言层面的缺陷谱系,F8-C27,Qwen2.5-7B-Instruct,HSK7,3,DEV,ORT,字形变体,“愛”的拼音是ài,字形变体：此处混用了繁体字“愛”，而对话其余部分均使用简体“爱”。
F8,语言层面的缺陷谱系,F8-C28,Qwen2.5-7B-Instruct,HSK7,3,DEV,MLF,元语言/修正问题,他们相爱了。（Tāmen ài hēi le。）,拼音标注错误：“他们相爱了”对应拼音应为“Tāmen xiāng ài le”，此处漏掉“相”并把“了”错误标注为“hēi”，拼音与汉字完全对不上。
F8,语言层面的缺陷谱系,F8-C29,Qwen2.5-7B-Instruct,HSK7,5,DEV,MLF,元语言/修正问题,友爱的同学互相帮助。（Yǒuyàde tóngxué xiāngmù bāngzhù。）,拼音标注错误：给出的拼音（Yǒuyàde ... xiāngmù ...）与“友爱的同学互相帮助”的实际汉字读音明显不对应，“互相”被标注为“xiāngmù”，属乱标。
F8,语言层面的缺陷谱系,F8-C30,Qwen2.5-7B-Instruct,HSK7,5,DEV,MLF,元语言/修正问题,我十分喜爱那本书。（Wǒ shífēn ài xǐ nà běn shū。）,拼音标注错误：“喜爱”对应拼音应为“xǐ'ài”，此处顺序颠倒标成“ài xǐ”，与汉字顺序不一致。
F8,语言层面的缺陷谱系,F8-C31,Qwen2.5-7B-Instruct,HSK7,17,DEV,OTH,其他/整篇评述,我已经看到了你完成的剪纸作品照片，真是太棒了！你的“福”字剪纸作品做得非常漂亮，看起来很有中国传统风味。,事实性幻觉：学生发送的只是占位符图片链接（example.com的示例URL，并非真实照片），老师却声称“已经看到”并给出具体的、凭空编造的视觉评价，不属于已列举的类别，故归入OTH。
F3,不放弃话题控制、不区分主次话题,F3-C110,Qwen2.5-7B-Instruct,HSK7,-1,DLG,,对话级备注,,整体教学设计循序渐进（风景描写→叙事故事→车站对话→节日场景），话题推进较为自然。但在“车站帮助外国游客”示范对话中，两次让李华直接说出完整英语句子而非中文，属COD；此外“flashcard”一词也直接以英文形式嵌入正文。末轮老师给出节日描写的四个角度供学生选择，学生确实选择了“春联和灯笼”并展开，S1成立。
F8,语言层面的缺陷谱系,F8-C32,Qwen2.5-7B-Instruct,HSK7,5,DEV,COD,语码侵入,使用 flashcard 或者应用程序可以帮助记忆,非目标语代码侵入：英文单词“flashcard”直接嵌入中文正文，未译为“闪卡”。
F8,语言层面的缺陷谱系,F8-C33,Qwen2.5-7B-Instruct,HSK7,13,DEV,COD,语码侵入,"李华（用英语）：“Hello, where do you want to go?”",非目标语代码侵入：示范对话中李华的台词直接用完整英语句子呈现，而非中文教学语言。
F8,语言层面的缺陷谱系,F8-C34,Qwen2.5-7B-Instruct,HSK7,13,DEV,COD,语码侵入,"李华（用英语）：“Do you know how to use the ticket machine? Here, let me show you.”",非目标语代码侵入：同一示范对话中再次出现整句英语台词，未使用中文。
F3,不放弃话题控制、不区分主次话题,F3-C111,Qwen2.5-7B-Instruct,HSK7,17,INT,S1,放弃话题控制,"你想从哪一个方面开始描述？我们可以从以下几个方面入手：
- 春联和灯笼的布置
- 热闹的庆祝活动
- 家庭聚餐
- 礼物赠送

你觉得从哪个方面开始比较合适？或者你有其他的想法？请告诉我！",老师列出春联灯笼/庆祝活动/家庭聚餐/礼物赠送四个方面供学生选择，下一轮学生确实选择了“春联和灯笼的布置”并展开描述，S1成立。
F3,不放弃话题控制、不区分主次话题,F3-C112,gemma-3-12b-it,HSK1,-1,DLG,,对话级备注,,该对话为HSK1入门水平的教学设计，几乎每一句中文后面都系统性地附带完整的英文翻译（这与偶发性的COD不同，更像是刻意的双语教学脚手架，类似拼音注音的辅助功能），是否应视为COD需要人工复核，故未在span中单独标注，仅在此提示。对话中多次使用“现在/接下来”等S4话题边界词引入新的练习环节，并有一次明确的S1（“现在轮到你问我一个问题了”，学生确实跟随反问），一处拼音标注错误（“还可以”被标为“Háikèi”，应为“hái kěyǐ”）。
F3,不放弃话题控制、不区分主次话题,F3-C113,gemma-3-12b-it,HSK1,3,INT,S4,使新话题显著化,现在，我们来问一些简单的问题。,以“现在”为话题边界标记词，从姓名寒暄过渡到基本信息问答（性别）这一新子话题。
F3,不放弃话题控制、不区分主次话题,F3-C114,gemma-3-12b-it,HSK1,7,INT,S1,放弃话题控制,现在轮到你问我一个问题了。,明确将话题决定权交给学生，让学生自己提问；下一轮学生确实反问老师喜欢吃什么食物，S1成立。
F8,语言层面的缺陷谱系,F8-C35,gemma-3-12b-it,HSK1,11,DEV,MLF,元语言/修正问题,还可以。(Háikèi.),拼音标注错误：“还可以”对应拼音应为“hái kěyǐ”，此处标注为“Háikèi”，与汉字读音不符。
F3,不放弃话题控制、不区分主次话题,F3-C115,gemma-3-12b-it,HSK1,13,INT,S4,使新话题显著化,现在我们练习一下数字吧。,以“现在”标记话题边界，从日常问候转向数字练习这一新子话题。
F3,不放弃话题控制、不区分主次话题,F3-C116,gemma-3-12b-it,HSK1,15,INT,S4,使新话题显著化,接下来，我想知道你有什么爱好？,以“接下来”标记话题边界，从数字练习转向兴趣爱好这一新子话题。
F8,语言层面的缺陷谱系,F8-C36,gemma-3-12b-it,HSK1,17,DEV,UNG,语法/表达错误,我也有，我也喜欢听音乐。,偏离目的语形式：“我也有”在此处的插入不符合自然汉语表达习惯，属多余/不通顺的搭配。
F3,不放弃话题控制、不区分主次话题,F3-C117,gemma-3-12b-it,HSK1,-1,DLG,,对话级备注,,整体呈现典型的S3模式：问候→姓名→身份→学习时长→喜好→宠物→食物→游戏，几乎每个话题只维持1-2轮就切换，广而不深；伴随较多语言层面偏误(英语词汇COD、句法错乱UNG、拼音注音与文本不对应的MLF)，且存在一处学生代词误用未获纠正(缺失修复)。整体对话在第17轮(共19轮)仍在进行游戏，未见提前结束(DIS-提前结束)现象。
F8,语言层面的缺陷谱系,F8-C37,gemma-3-12b-it,HSK1,1,DEV,UNG,语法/表达错误,今天好吗？,缺主语，应为'你今天好吗'，HSK1简化寒暄语中省略主语
F3,不放弃话题控制、不区分主次话题,F3-C118,gemma-3-12b-it,HSK1,3,INT,S4,使新话题显著化,现在我们练习一下吧。,话语标记词'现在'，从寒暄过渡到练习环节，标出话题边界
F3,不放弃话题控制、不区分主次话题,F3-C119,gemma-3-12b-it,HSK1,3,INT,S2,选择显著话题,你叫什么名字？,询问学生自身信息(姓名)，简单具体、以学生为中心的话题
F8,语言层面的缺陷谱系,F8-C38,gemma-3-12b-it,HSK1,5,DEV,COD,语码侵入,Nice,英语单词直接嵌入中文句子中(应为'很好的名字')
F8,语言层面的缺陷谱系,F8-C39,gemma-3-12b-it,HSK1,5,DEV,UNG,语法/表达错误,很 Nice 一的名字！,句法错乱不成词组，'一的名字'不是合法中文结构，且中英混杂
F8,语言层面的缺陷谱系,F8-C40,gemma-3-12b-it,HSK1,5,DEV,MLF,元语言/修正问题,(Hěn nán de míngzi!),拼音注音与紧邻的中文文本不对应：前文是'很 Nice 一的'，注音却是'hěn nán de'，指代不清、readable mismatch
F3,不放弃话题控制、不区分主次话题,F3-C120,gemma-3-12b-it,HSK1,5,INT,S4,使新话题显著化,现在，,话语标记词'现在'，引出下一个问题(自我介绍练习)
F3,不放弃话题控制、不区分主次话题,F3-C121,gemma-3-12b-it,HSK1,7,INT,S2,选择显著话题,你学习汉语多久了？,询问学生自身学习经历，简单具体、以学生为中心
F3,不放弃话题控制、不区分主次话题,F3-C122,gemma-3-12b-it,HSK1,9,INT,S2,选择显著话题,那你喜欢什么？,询问学生个人喜好，简单具体、以学生为中心
F8,语言层面的缺陷谱系,F8-C41,gemma-3-12b-it,HSK1,9,DEV,MLF,元语言/修正问题,"(Nà ne, nǐ xǐhuan shénme?)",拼音注音与中文文本不完全对应：中文'那你喜欢什么？'并无'呢'，但拼音多出'ne'
F3,不放弃话题控制、不区分主次话题,F3-C123,gemma-3-12b-it,HSK1,11,INT,S1,放弃话题控制,你有一只猫吗？,隐式放弃话题控制：顺着学生上一轮(t=10)主动提出的'猫'话题继续问下去
F3,不放弃话题控制、不区分主次话题,F3-C124,gemma-3-12b-it,HSK1,13,INT,S3,话题简短处理,你想吃什么？,话题浅尝辄止：猫话题仅维持了两轮(t=10-12)就被关闭，转向新话题(食物)，符合话题面广而不深入的模式
F3,不放弃话题控制、不区分主次话题,F3-C125,gemma-3-12b-it,HSK1,15,INT,S4,使新话题显著化,现在，我们玩一个游戏。,话语标记词'现在'，引入新的活动/话题(颜色游戏)
F8,语言层面的缺陷谱系,F8-C42,gemma-3-12b-it,HSK1,15,DEV,DIS,话语层面问题,饺子！(Jiǎozi!) Dumplings! 好！(Hǎo!) Good! 饺子真的很好吃! (Jiǎozi zhēn de hěn hǎochī!),缺失修复：学生在t=14用'他们'指代饺子(应为'它们'，代词误用，指代非人事物)，老师此处仅附和赞美，未纠正即转向新话题
F3,不放弃话题控制、不区分主次话题,F3-C126,gemma-3-12b-it,HSK1,15,INT,ST4,分解话题-述题,首先，蓝色！,把'颜色问答'这一大话题拆解成一串按顺序逐个提问的小问题(分解话题-述题结构)，此为该系列的第一个
F3,不放弃话题控制、不区分主次话题,F3-C127,gemma-3-12b-it,HSK1,17,INT,S4,使新话题显著化,下一个颜色：黄色!,话语标记词'下一个'，标出色彩问答系列中新一轮的话题边界
F3,不放弃话题控制、不区分主次话题,F3-C128,gemma-3-12b-it,HSK1,3,INT,S4,使新话题显著化,现在，,话语标记词'现在'，从姓名话题过渡到性别话题
F3,不放弃话题控制、不区分主次话题,F3-C129,gemma-3-12b-it,HSK1,3,INT,S2,选择显著话题,你是男是女？,询问学生自身信息(性别)，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C130,gemma-3-12b-it,HSK1,3,INT,S3,话题简短处理,现在，请告诉我： 你是男是女？,姓名话题仅维持一轮(t=1-2)即被关闭，转向性别话题，话题浅尝辄止的一例
F3,不放弃话题控制、不区分主次话题,F3-C131,gemma-3-12b-it,HSK1,5,INT,S4,使新话题显著化,现在，,话语标记词'现在'，从性别话题过渡到年龄话题
F3,不放弃话题控制、不区分主次话题,F3-C132,gemma-3-12b-it,HSK1,5,INT,S2,选择显著话题,你几岁了？,询问学生自身信息(年龄)，简单具体，与codebook示例一致
F3,不放弃话题控制、不区分主次话题,F3-C133,gemma-3-12b-it,HSK1,5,INT,S3,话题简短处理,现在，你几岁了？,性别话题仅维持一轮(t=3-4)即被关闭，转向年龄话题
F3,不放弃话题控制、不区分主次话题,F3-C134,gemma-3-12b-it,HSK1,7,INT,S2,选择显著话题,你喜欢吃什么食物？,询问学生个人喜好(食物)，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C135,gemma-3-12b-it,HSK1,9,INT,S2,选择显著话题,你住在哪里？,询问学生自身信息(居住地)，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C136,gemma-3-12b-it,HSK1,11,INT,S2,选择显著话题,你有什么爱好？,询问学生个人爱好，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C137,gemma-3-12b-it,HSK1,13,INT,S4,使新话题显著化,现在我们来玩一个简单的游戏。,话语标记词'现在'，从爱好话题过渡到游戏活动
F10,方法学:策略码互不排斥,F10-C13,gemma-3-12b-it,HSK1,13,INT,S4,使新话题显著化,现在我们来玩一个简单的游戏。,话语标记词'现在'，从爱好话题过渡到游戏活动
F3,不放弃话题控制、不区分主次话题,F3-C138,gemma-3-12b-it,HSK1,13,INT,S3,话题简短处理,现在我们来玩一个简单的游戏。,爱好话题仅维持一轮(t=11-12)即被关闭，转向游戏活动
F10,方法学:策略码互不排斥,F10-C14,gemma-3-12b-it,HSK1,13,INT,S3,话题简短处理,现在我们来玩一个简单的游戏。,爱好话题仅维持一轮(t=11-12)即被关闭，转向游戏活动
F3,不放弃话题控制、不区分主次话题,F3-C139,gemma-3-12b-it,HSK1,13,INT,ST4,分解话题-述题,我说一个问题，你用中文回答。,把练习拆解为逐个轮流提问的小问题结构(分解话题-述题)
F8,语言层面的缺陷谱系,F8-C43,gemma-3-12b-it,HSK1,17,DEV,MLF,元语言/修正问题,(Jīntiān zhèyàng jie chu ba.),拼音注音与中文文本完全不对应：中文是'今天就这样吧'，注音却是零散的'jie chu'，无法对应任何汉字
F5,空转:重复与无进展,F5-C58,gemma-3-12b-it,HSK1,-1,DLG,,对话级备注,,本对话中的S1是本批次中证据最充分的一例：t=1显式征询学生话题偏好，t=2学生提出'爱好'，t=3老师真实跟随，属于真放弃而非伪放弃/伪调整。整体教学结构较为完整(问候→爱好→颜色→ST4词汇游戏→总结→道别)，游戏环节ST4分解结构清晰。语言层面的主要问题集中在拼音注音错误(MLF-b)，包括音节顺序颠倒和与汉字完全不对应的注音，重复出现，提示该模型的拼音生成不稳定。未见提前结束等DIS现象，收尾发生在对话自然结束处(t=15-18)。
F3,不放弃话题控制、不区分主次话题,F3-C140,gemma-3-12b-it,HSK1,1,INT,S1,放弃话题控制,你想聊什么？,显式放弃话题控制，询问学生想聊什么；t=2学生提出'爱好'话题后，t=3老师确实跟随该话题，证实为真放弃而非伪放弃
F9,正面案例与清晰的手段实例,F9-C12,gemma-3-12b-it,HSK1,1,INT,S1,放弃话题控制,你想聊什么？,显式放弃话题控制，询问学生想聊什么；t=2学生提出'爱好'话题后，t=3老师确实跟随该话题，证实为真放弃而非伪放弃
F3,不放弃话题控制、不区分主次话题,F3-C141,gemma-3-12b-it,HSK1,3,INT,S1,放弃话题控制,爱好？(Àihào?) Hobbies? 太好了！(Tài hǎo le!) Great! 你有什么爱好？,隐式放弃话题控制的实现：顺着学生在t=2主动提出的'爱好'话题继续问下去
F3,不放弃话题控制、不区分主次话题,F3-C142,gemma-3-12b-it,HSK1,5,INT,S2,选择显著话题,你喜欢什么颜色？,询问学生个人喜好(颜色)，简单具体、以学生为中心
F10,方法学:策略码互不排斥,F10-C15,gemma-3-12b-it,HSK1,5,INT,S2,选择显著话题,你喜欢什么颜色？,询问学生个人喜好(颜色)，简单具体、以学生为中心
F3,不放弃话题控制、不区分主次话题,F3-C143,gemma-3-12b-it,HSK1,5,INT,S3,话题简短处理,你喜欢什么颜色？,爱好话题仅维持两轮(t=3-4)即被关闭，转向新话题(颜色)
F10,方法学:策略码互不排斥,F10-C16,gemma-3-12b-it,HSK1,5,INT,S3,话题简短处理,你喜欢什么颜色？,爱好话题仅维持两轮(t=3-4)即被关闭，转向新话题(颜色)
F3,不放弃话题控制、不区分主次话题,F3-C144,gemma-3-12b-it,HSK1,7,INT,S4,使新话题显著化,现在我们来玩一个游戏好吗？,话语标记词'现在'，从颜色话题过渡到游戏活动
F10,方法学:策略码互不排斥,F10-C17,gemma-3-12b-it,HSK1,7,INT,S4,使新话题显著化,现在我们来玩一个游戏好吗？,话语标记词'现在'，从颜色话题过渡到游戏活动
F3,不放弃话题控制、不区分主次话题,F3-C145,gemma-3-12b-it,HSK1,7,INT,S3,话题简短处理,现在我们来玩一个游戏好吗？,颜色话题仅维持两轮(t=5-6)即被关闭，转向游戏活动
F10,方法学:策略码互不排斥,F10-C18,gemma-3-12b-it,HSK1,7,INT,S3,话题简短处理,现在我们来玩一个游戏好吗？,颜色话题仅维持两轮(t=5-6)即被关闭，转向游戏活动
F3,不放弃话题控制、不区分主次话题,F3-C146,gemma-3-12b-it,HSK1,7,INT,ST4,分解话题-述题,我说一个东西，你用中文告诉我它是怎么用的？,把词汇练习拆解为逐个物品(笔/桌子/门)轮流提问的小问题序列
F3,不放弃话题控制、不区分主次话题,F3-C147,gemma-3-12b-it,HSK1,9,INT,S4,使新话题显著化,下一个问题 (xià yī ge wèntí) – next question!,话语标记词'下一个问题'，标出ST4系列中新一轮的话题边界
F3,不放弃话题控制、不区分主次话题,F3-C148,gemma-3-12b-it,HSK1,11,INT,S4,使新话题显著化,现在换个简单的！,话语标记词'现在'，标出ST4系列中新一轮(更简单的物品)的话题边界
F8,语言层面的缺陷谱系,F8-C44,gemma-3-12b-it,HSK1,11,DEV,MLF,元语言/修正问题,(Quánwán zhèngquè!),拼音注音音节顺序颠倒：中文'完全正确'对应拼音应为'wánquán zhèngquè'，此处写成'Quánwán zhèngquè'
F3,不放弃话题控制、不区分主次话题,F3-C149,gemma-3-12b-it,HSK1,13,INT,S2,选择显著话题,你今天学到了什么？,询问学生自身学习收获，简单具体、以学生为中心
F8,语言层面的缺陷谱系,F8-C45,gemma-3-12b-it,HSK1,15,DEV,MLF,元语言/修正问题,(Jiānxí nǔlì!),拼音注音与中文文本不对应：中文'继续努力'对应拼音应为'jìxù nǔlì'，此处却写成'Jiānxí nǔlì'(无法对应'继续')
F5,空转:重复与无进展,F5-C59,gemma-3-12b-it,HSK1,-1,DLG,,对话级备注,,存在一处明显的'原地打转'(t=3重复t=1已获回答的问候式问题)。整体仍呈现S3式的浅层话题切换(姓名→感受→食物→住处→在美做什么→数字/年龄→颜色游戏)。t=11出现较严重的拼音注音错乱(MLF)，格式重复且缺字。对话在t=17提出了结构完整的S1开放式邀请，但由于这恰好是数据中的最后一个教师话轮，无法看到学生选择后老师是否真正跟随，该处的S1判断留有不确定性。
F5,空转:重复与无进展,F5-C60,gemma-3-12b-it,HSK1,3,DEV,DIS,话语层面问题,你现在怎么样了？,原地打转/停滞：与t=1'今天好吗？'实质重复的问候式提问，学生已在t=2作答过(今天很好，谢谢)，未见信息推进
F3,不放弃话题控制、不区分主次话题,F3-C150,gemma-3-12b-it,HSK1,3,INT,S2,选择显著话题,你喜欢吃什么？,询问学生个人喜好(食物)，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C151,gemma-3-12b-it,HSK1,5,INT,S2,选择显著话题,你住在哪里？,询问学生自身信息(居住地)，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C152,gemma-3-12b-it,HSK1,7,INT,S2,选择显著话题,你在美国做什么？,询问学生自身情况(在美国做什么)，简单具体、以学生为中心
F3,不放弃话题控制、不区分主次话题,F3-C153,gemma-3-12b-it,HSK1,9,INT,S4,使新话题显著化,我们学习一些数字吧!,以陈述句形式提名新活动(数字教学)，起到标出话题边界的作用，虽非典型话语框架词
F3,不放弃话题控制、不区分主次话题,F3-C154,gemma-3-12b-it,HSK1,9,INT,S2,选择显著话题,请问，你几岁？,询问学生自身信息(年龄)，与codebook示例一致
F3,不放弃话题控制、不区分主次话题,F3-C155,gemma-3-12b-it,HSK1,11,INT,S4,使新话题显著化,现在我们来玩一个小游戏！,话语标记词'现在'，从数字/年龄话题过渡到颜色游戏
F10,方法学:策略码互不排斥,F10-C19,gemma-3-12b-it,HSK1,11,INT,S4,使新话题显著化,现在我们来玩一个小游戏！,话语标记词'现在'，从数字/年龄话题过渡到颜色游戏
F3,不放弃话题控制、不区分主次话题,F3-C156,gemma-3-12b-it,HSK1,11,INT,S3,话题简短处理,现在我们来玩一个小游戏！,数字/年龄话题仅维持两轮(t=9-10)即被关闭，转向游戏活动
F10,方法学:策略码互不排斥,F10-C20,gemma-3-12b-it,HSK1,11,INT,S3,话题简短处理,现在我们来玩一个小游戏！,数字/年龄话题仅维持两轮(t=9-10)即被关闭，转向游戏活动
F8,语言层面的缺陷谱系,F8-C46,gemma-3-12b-it,HSK1,11,DEV,MLF,元语言/修正问题,(Jiā (jiā) 二 (èr) děng yú (děng yú) 二十二 (èrshí'èr)!),拼音注音重复且缺漏错乱：缺少'二十(èrshí)'对应部分，且'jiā'、'děng yú'等被重复标注两次，格式混乱无法与前文汉字'二十加二等于二十二'完全对应
F3,不放弃话题控制、不区分主次话题,F3-C157,gemma-3-12b-it,HSK1,11,INT,ST4,分解话题-述题,我说一个颜色，你用中文说出来。,把颜色问答拆解为逐个颜色(红/蓝/黄)轮流提问的小问题序列
F3,不放弃话题控制、不区分主次话题,F3-C158,gemma-3-12b-it,HSK1,13,INT,S4,使新话题显著化,下一个：(Xià ge:) Next one:,话语标记词'下一个'，标出ST4系列中新一轮的话题边界
F3,不放弃话题控制、不区分主次话题,F3-C159,gemma-3-12b-it,HSK1,15,INT,S4,使新话题显著化,最后一个：(Zuì hòu yī ge:) Last one:,话语标记词'最后一个'，标出ST4系列的收尾边界
F3,不放弃话题控制、不区分主次话题,F3-C160,gemma-3-12b-it,HSK1,17,INT,S1,放弃话题控制,你有什么问题吗？(Nǐ yǒu shénme wèntí ma?) Do you have any questions? 或者你想练习些什么呢？,结构上符合or-choice式的显式话题放弃(提问/练习内容任选)；但这是对话中的最后一个教师话轮，此后没有更多教师轮次可供检验老师是否会真正跟随学生的选择，是否为真放弃无法验证
F9,正面案例与清晰的手段实例,F9-C13,gemma-3-12b-it,HSK1,17,INT,S1,放弃话题控制,你有什么问题吗？(Nǐ yǒu shénme wèntí ma?) Do you have any questions? 或者你想练习些什么呢？,结构上符合or-choice式的显式话题放弃(提问/练习内容任选)；但这是对话中的最后一个教师话轮，此后没有更多教师轮次可供检验老师是否会真正跟随学生的选择，是否为真放弃无法验证
F5,空转:重复与无进展,F5-C61,gemma-3-12b-it,HSK4,-1,DLG,,对话级备注,,"本对话以老师在t=1、t=7两次显式提出的互惠问答游戏为骨架，学生在每一轮都真正获得了提出新问题的机会(专业、菜谱等)，是本批次中S1被反复且真实兑现的清晰例证。语言层面高度流畅规范，未见明显的UNG/COD偏误，但'形容'(t=5, t=17)和'的确'(t=11)两处出现系统性拼音注音错误(MLF-b)，'形容'的错误注音'xióng míng'重复出现两次。另外，t=14用户(学生)话轮出现了类似老师才会说的话题切换框架('现在，为了保持话题的热度，我们换一个主题吧')，属于学生角色错位，但因标注对象仅限assistant话轮，此处未单独设span，仅在此说明；t=15老师顺势接受了这个新话题(中国美食)但未对此角色错位作任何评论或纠正。"
F3,不放弃话题控制、不区分主次话题,F3-C161,gemma-3-12b-it,HSK4,1,INT,S1,放弃话题控制,今天你想聊什么呢？或者，我们来玩个小游戏怎么样？,显式放弃话题控制并提供or-choice(自由话题/问答小游戏)；t=2学生选择游戏，t=3起老师建立并贯彻'轮流提问'的互惠问答框架，证实为真放弃
F3,不放弃话题控制、不区分主次话题,F3-C162,gemma-3-12b-it,HSK4,3,INT,S2,选择显著话题,你呢？ 你最喜欢的中国食物是什么？为什么？,延续互惠问答框架下询问学生个人喜好(食物)，简单具体、以学生为中心
F3,不放弃话题控制、不区分主次话题,F3-C163,gemma-3-12b-it,HSK4,5,INT,S2,选择显著话题,你呢？ 你有什么爱好？,询问学生个人爱好，简单具体、以学生为中心
F8,语言层面的缺陷谱系,F8-C47,gemma-3-12b-it,HSK4,5,DEV,MLF,元语言/修正问题,"(Má pō dòufu quèshí hěn là yě hěn xiāng! Nǐ xióng míng de zhēn hǎo, “cìjī de gǎnjué,” yòngcí hěn zhǔnquè.)",拼音注音有误：中文'你形容得真好'对应拼音应含'xíngróng'，此处却标注为'xióng míng'，与'形容'读音不符
F3,不放弃话题控制、不区分主次话题,F3-C164,gemma-3-12b-it,HSK4,7,INT,S1,放弃话题控制,现在该你问我了！ 你想知道关于什么呢？,显式话题控制交接(游戏规则内的轮流提问)；t=8学生真实提出新问题(专业)，证实为真放弃
F9,正面案例与清晰的手段实例,F9-C14,gemma-3-12b-it,HSK4,7,INT,S1,放弃话题控制,现在该你问我了！ 你想知道关于什么呢？,显式话题控制交接(游戏规则内的轮流提问)；t=8学生真实提出新问题(专业)，证实为真放弃
F10,方法学:策略码互不排斥,F10-C21,gemma-3-12b-it,HSK4,7,INT,S1,放弃话题控制,现在该你问我了！ 你想知道关于什么呢？,显式话题控制交接(游戏规则内的轮流提问)；t=8学生真实提出新问题(专业)，证实为真放弃
F3,不放弃话题控制、不区分主次话题,F3-C165,gemma-3-12b-it,HSK4,7,INT,S4,使新话题显著化,现在该你问我了！ 你想知道关于什么呢？,话语标记词'现在'，同时标出话轮/话题边界
F10,方法学:策略码互不排斥,F10-C22,gemma-3-12b-it,HSK4,7,INT,S4,使新话题显著化,现在该你问我了！ 你想知道关于什么呢？,话语标记词'现在'，同时标出话轮/话题边界
F8,语言层面的缺陷谱系,F8-C48,gemma-3-12b-it,HSK4,11,DEV,MLF,元语言/修正问题,我对你有同样的看法！学习语言的确很有意思。,拼音注音有误：中文'的确'对应拼音应为'díquè'，此处却标注为'de díng'，无法对应'的确'二字
F3,不放弃话题控制、不区分主次话题,F3-C166,gemma-3-12b-it,HSK4,15,INT,S2,选择显著话题,你最喜欢哪一道菜？,询问学生个人喜好(最喜欢的菜)，简单具体、以学生为中心
F8,语言层面的缺陷谱系,F8-C49,gemma-3-12b-it,HSK4,17,DEV,MLF,元语言/修正问题,"“肥而不腻，入口即化，” 形容得太到位了！👏

(“Fēi ér bù nì, rùkǒu jí huà,” xióng míng de tài dàowèi le! 👏)",与t=5同样的拼音注音错误再次出现：'形容'被注音为'xióng míng'，为该模型重复出现的系统性拼音错误
F3,不放弃话题控制、不区分主次话题,F3-C167,gemma-3-12b-it,HSK4,17,INT,S2,选择显著话题,你呢？ 你会做什么中国菜吗？,询问学生个人能力/喜好(是否会做中国菜)，简单具体
F3,不放弃话题控制、不区分主次话题,F3-C168,gemma-3-12b-it,HSK4,-1,DLG,,对话级备注,,本对话是本批次中话题深度处理最充分的例子：《星际穿越》和《银翼杀手》两部电影各自被连续多轮(约4-6轮)深入讨论，明显不是S3(浅尝辄止)，属于codebook中'深入'的正面例子。多处S1均可在下一轮学生的回应中得到验证，属于真放弃而非伪放弃。t=7出现一处S4标记词'现在'与实际话题边界不完全一致的情况(内容仍在同一电影内深挖)，已在note中说明。语言层面质量很高，未发现明显的UNG/COD/MLF等语言偏误。教师的语法/用词纠正(如'一直'比'在'更自然、'影片'比'它'更正式)均属正确的元语言内容，非MLF。
F3,不放弃话题控制、不区分主次话题,F3-C169,gemma-3-12b-it,HSK4,3,INT,S1,放弃话题控制,那我们来聊聊科幻电影吧。,隐式放弃话题控制：顺着学生在t=2主动提出的具体兴趣(科幻片)继续话题，而非停留在t=1泛泛列出的选项上
F10,方法学:策略码互不排斥,F10-C23,gemma-3-12b-it,HSK4,3,INT,S1,放弃话题控制,那我们来聊聊科幻电影吧。,隐式放弃话题控制：顺着学生在t=2主动提出的具体兴趣(科幻片)继续话题，而非停留在t=1泛泛列出的选项上
F3,不放弃话题控制、不区分主次话题,F3-C170,gemma-3-12b-it,HSK4,3,INT,S4,使新话题显著化,那我们来聊聊科幻电影吧。,'那'作为话语框架词，标出从t=1宽泛提问到具体'科幻电影'话题的边界
