dialogue_key,model,tier,source,turn,sub,sub_gloss,text,note
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154427,Llama-3.1-8B-Instruct,HSK1,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),想出去玩吗？有没有什么地方想要去呢？,开放问句，把去哪里玩的决定权交给学生；学生下一轮提出公园，老师跟随。
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154427,Llama-3.1-8B-Instruct,HSK1,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),你喜欢什么样的音乐呢？古典还是现代？,开放问句+or-choice（古典/现代），决定后续音乐话题方向；学生下一轮回答喜欢现代流行，老师跟随。
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154529,Llama-3.1-8B-Instruct,HSK1,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),我们可以练习简单的口语或写字。,真实的or-choice：给学生'口语'或'写字'的选择权，学生在下一轮明确选择'口语'并指定问路/点菜/自我介绍等子话题，老师第5轮确实跟随，S1成立
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154901,Llama-3.1-8B-Instruct,HSK1,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),你还有其他地方想要问的吗？或者你已经会一点儿汉字了想要练习一下写字吗？,开放问句+备选（继续问词汇/练习写字），把接下来做什么交给学生；学生下一轮选择练习写字。
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154925,Llama-3.1-8B-Instruct,HSK1,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),你想去哪里玩儿呢？,开放问句，把去哪里玩的决定权交给学生；学生下一轮提出公园划船，老师跟随。
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121344,Llama-3.1-8B-Instruct,HSK4,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),另外，你喜欢喝绿茶还是红茶？,or-choice问茶偏好，下一轮学生答绿茶+家乡习惯，t=9老师顺着绿茶话题走，确认放弃控制；同时是贴近学生的简单偏好问题；“另外”是话题标记词
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121344,Llama-3.1-8B-Instruct,HSK4,claude_candidate,11,S1,放弃话题控制 (relinquish topic control),而且你提到了泛舟的事儿，还真是个好主意！湖边确实有几个小贡寮，可以租船去玩儿。,学生在上一轮(t=10)主动提出划船话题，老师顺着走，隐式放弃话题控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121431,Llama-3.1-8B-Instruct,HSK4,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),那就一定要去尝一试呗!糕点店应该是新开业了一段时间了，对吧?,学生在t=4主动提到新开的糕点店，老师顺着这个话题走
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121431,Llama-3.1-8B-Instruct,HSK4,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),哪种味道你更想尝试呢？,or-choice式偏好问题，t=6学生选杏仁口味，t=7老师跟进杏仁蛋糕，确认放弃控制；同时是贴近学生的简单偏好问题
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121626,Llama-3.1-8B-Instruct,HSK4,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),有没有什么问题要问我吗？或者我们一起练习一下中文聊天，可以吗？,真实的or-choice：给学生'提问'或'练习聊天'的选择，学生在下一轮提出关于'你好/您好'的具体问题，老师第7轮确实针对该问题作答，S1成立
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121626,Llama-3.1-8B-Instruct,HSK4,claude_candidate,17,S1,放弃话题控制 (relinquish topic control),你可以接着问我一些问题，让我们继续讨论这个话题。或是改变话题，我们可以谈论一些其他的话题，例如工作、旅行、食物等。,真实的or-choice：给学生'继续当前话题'或'换到工作/旅行/食物等新话题'的选择权，形式上满足S1；但对话在此后即结束（第18轮为最后一条学生消息），无法看到老师是否真的跟随学生的选择
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-121802,Llama-3.1-8B-Instruct,HSK4,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),有没有推荐的餐馆呢？,把选餐馆的决定权交给学生，t=4学生推荐福记面馆，t=5老师跟进该餐馆，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122146,Llama-3.1-8B-Instruct,HSK4,claude_candidate,11,S1,放弃话题控制 (relinquish topic control),比如学习、工作还是其他方面呢？,真实的or-choice：把'目标属于学习/工作/其他'的具体方向决定权交给学生，学生下一轮选择了'学习中文'这一方向，老师第13轮确实跟随，S1成立
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122716,Llama-3.1-8B-Instruct,HSK4,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),什么地方打算去玩儿？有没有想法？,把去哪儿玩的决定权交给学生，t=4学生说去公园，t=5老师跟进该公园，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122716,Llama-3.1-8B-Instruct,HSK4,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),有什么打算在公园里做的事情呢？是看看鱼、抓抓蚊子还是读书？,三选一or-choice，t=6学生提到想借书看小说（呼应“读书”），t=7老师跟进图书馆/读书话题，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122716,Llama-3.1-8B-Instruct,HSK4,claude_candidate,9,S1,放弃话题控制 (relinquish topic control),去图书馆借书后，你打算在哪里吃午饭呢？是到附近的餐厅，还是自己拿点东西在公园吃呢？,二选一or-choice，t=10学生选餐厅（清真餐馆），t=11老师跟进该餐厅，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122716,Llama-3.1-8B-Instruct,HSK4,claude_candidate,15,S1,放弃话题控制 (relinquish topic control),既然这样，确实很划算可以趁着路上逛一逛超市。,学生在t=14主动提到顺路去超市，老师顺着这个话题走
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122716,Llama-3.1-8B-Instruct,HSK4,claude_candidate,17,S1,放弃话题控制 (relinquish topic control),回家后你会去哪里放松一下呢？会看书，听音乐还是玩一下游戏呢？,三选一or-choice，把回家后做什么的决定权交给学生
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-122948,Llama-3.1-8B-Instruct,HSK4,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),你想要尝试我再煮一锅，还是我带你去附近的餐厅找一下比较好的店家呢？,二选一or-choice，t=6学生选“再煮一锅”，t=7老师跟进在家煮粥，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-123630,Llama-3.1-8B-Instruct,HSK4,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),另外，关于中英文图书，你想要什么类型的书呢？你喜欢读中文还是英文？,or-choice问读书类型/语言偏好，t=4学生详细回答，t=5老师跟进该话题；同时是贴近学生的简单偏好问题；“另外，关于……”是话题标记词
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-123630,Llama-3.1-8B-Instruct,HSK4,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),你想了解哪个具体方面比较感兴趣呢？古代史、现代史，还是哲学中的某个问题呢？,三选一or-choice，t=6学生选古代史+儒家哲学，t=7老师跟进孔子、荀子、西周春秋，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK4|20260417-123753,Llama-3.1-8B-Instruct,HSK4,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),你尝试过使用辣椒油或者豆瓣酱来增加一下辣味吗？,or-choice式经验问题，t=8学生回答用过两种，t=9老师跟进，确认放弃控制；同时是贴近学生的简单问题
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-130908,Llama-3.1-8B-Instruct,HSK7,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),你刚提到“现代人”，让我突然想到，我们今天的社会正面临着许多挑战，如压力、焦虑等。有些人可能会用逃避或麻木来应对，而另一些人则会选择抗争和反思。是什么促使你更倾向于 latter 方式？,老师顺着学生刚提出的“现代人”话题往下走，t=8学生详细回应，t=9老师继续跟进，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-130908,Llama-3.1-8B-Instruct,HSK7,claude_candidate,15,S1,放弃话题控制 (relinquish topic control),你提到“个人自律”的概念，非常好，这一点对于成年人尤其重要。我们需要不断地检视自己的想法、行为和情绪，并不断地改进自己。这是一个长期的过程，需要我们对自己保持开放、敏锐和诚实。通过学习和成长，我们才能在自我反省和修养的道路上一步步前进。,老师顺着学生刚提出的“个人自律”概念往下走
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-130908,Llama-3.1-8B-Instruct,HSK7,claude_candidate,15,S1,放弃话题控制 (relinquish topic control),(这里我们可以结束本次对话，或者继续深入讨论主题。根据情况，您可以选择是否进行下一轮交谈。),显式or-choice，把是否继续/结束对话的决定权交给学生，t=16学生选择收尾，t=17老师顺势结束，确认放弃控制
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-131001,Llama-3.1-8B-Instruct,HSK7,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),还是说我们去新公园？,or-choice框架给学生新公园/热闹公园的选择权，下一轮学生选择'新公园'并在此后多轮延续该话题，确认为真实的话题控制权转移而非伪放弃
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-131031,Llama-3.1-8B-Instruct,HSK7,claude_candidate,1,S1,放弃话题控制 (relinquish topic control),想去哪家吃比较好呢？,老师把选餐厅这一子话题的决定权交给学生，学生随后提出「大宝馄饨」，符合放弃话题控制。
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-131031,Llama-3.1-8B-Instruct,HSK7,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),另外，还有没有其他比那个更舒适点儿的地方呢？,「另外」标记话题边界；同时再次把选择权交给学生，学生随后提出「温州园」并被老师采纳。
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132347,Llama-3.1-8B-Instruct,HSK7,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),我们可能需要预约座位，还是直接去看看？,「还是」构成的或择问句，把决定权交给学生，学生随后选择「不用预约」。
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132347,Llama-3.1-8B-Instruct,HSK7,claude_candidate,5,S1,放弃话题控制 (relinquish topic control),另外，你知道电影院里有什么推荐电影吗？最近哪些片子比较火热呢？,「另外」标记新子话题；同时把选哪部电影的决定权交给学生，学生随后提出科幻电影建议并被老师采纳（见下一老师话轮）。
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132732,Llama-3.1-8B-Instruct,HSK7,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),早点儿或者傍晚？,or-choice提问将出行时间的决定权交给学生，下一轮学生选择'早点儿'并被采纳，判定为真实的S1
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-144440,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),今天天气怎么样？,顺着（角色错位后的）学生在上一轮提出的天气话题往下走，放弃了继续追问姓名的原计划话题
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-122718,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S1,放弃话题控制 (relinquish topic control),我们今天可以讨论什么话题？比如说，你最近在做些什么吗？还是有哪些你想了解的问题？,开放式提问并用「还是」构成或择框架，把话题决定权交给学生；学生随后提出课程与中美教育比较的话题，老师在下一轮完全跟随。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-122718,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,9,S1,放弃话题控制 (relinquish topic control),那么，你还在学什么呢？或者有什么其他问题想了解？我们可以一起讨论一下。,「那么」标记边界，「或者」构成或择框架，把话题决定权交给学生；老师并未在同一话轮内自问自答，学生在下一轮做出回应。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-132059,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,9,S1,放弃话题控制 (relinquish topic control),"Our topic today is Chinese calligraphy, Chinese tea ceremony, and Peking Opera.",学生在上一轮自行把话题带到书法/茶艺/京剧，老师这一轮顺着学生提出的新话题继续下去，放弃了自己原定的大湾区话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-133314,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,9,S1,放弃话题控制 (relinquish topic control),"1. 如果你想体验中国古老的文化和历史，可以考虑去西藏，尤其是拉萨，它是一个具有特别魅力的地方。你可以参观古老的寺庙和城堡，并体验藏族的民俗和文化。
2. 如果你想体验中国现代化的生活方式，可以考虑去上海，它是一个繁荣发展的城市，拥有数百家各种各样的餐馆和娱乐场所。你可以参观世界博览会和商务中心，同时也可以走走上海的老街区，体验中国历史文化的余味。",老师给出西藏/上海两个候选目的地供学生选择（or-choice），下一轮学生明确选择了西藏，此后对话确实跟随学生的选择深入展开，S1成立。
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-084604,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,1,S1,放弃话题控制 (relinquish topic control),有什么想要讨论的话题吗？或者我可以给你提出一个问题，让你回答呢？,"or-choice式开放提问，但后续学生轮(t2)只是照搬式回应并未真正选择话题，t3老师径自选了自己列过的""运动""，跟随证据弱，存疑，未强行判DIS。"
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-084604,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,11,S1,放弃话题控制 (relinquish topic control),您对于文化和艺术有什么兴趣吗？,"以""感兴趣吗""形式让学生决定是否接受该话题，t12学生真实回应并展开文化艺术话题，t13老师跟随，S1成立且有真实跟随证据。"
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-090307,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),有什么问题需要我回答吗？,邀请学生自主提出问题/话题
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-090307,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,7,S1,放弃话题控制 (relinquish topic control),在讨论人工智能的发展和前景之前，您有没有什么其他话题或主题想要探讨呢？例如，您可能感兴趣的话题可能包括人工智能在医疗保健、教育、金融等领域的应用，或者人工智能的伦理、法律和 ethical issues。,提供候选话题供学生选择，且t8学生确实选择了医疗保健话题、t9老师随后跟进——真实的S1
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-090653,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,3,S1,放弃话题控制 (relinquish topic control),另外，有没有您想要讨论的其他话题呢？我们还可以谈谈心理学、体育、旅行等话题。请随时告诉我！,提供候选话题供学生选择，t4学生确实提到了心理学和体育——真实的S1
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-092506,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,1,S1,放弃话题控制 (relinquish topic control),请随意开启话题或回复我的问题，我们一起愉快地学习中文。,开场即邀请学生自主开启话题（首轮，不因缺席S1而扣分，此处是正面出现的S1表述）
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-093709,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,11,S1,放弃话题控制 (relinquish topic control),有什么想要讨论的吗？,开放式相当于把下一话题决定权交给学生；学生(t12)同时提出三个话题(社会政治/科技/文化)未做取舍，t13老师全部展开，见t13的DIS不分主次标注。
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-094019,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,1,S1,放弃话题控制 (relinquish topic control),您对量子计算感兴趣吗？如果是，那我们可以一起探讨一下量子计算的基本原理和应用场景。,"条件式放弃话题控制：""如果感兴趣""把是否深入该话题的决定权交给学生；学生(t2)确认感兴趣，此后t4起对话真正长期转入量子计算，跟随证据充分。"
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-095333,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,9,S1,放弃话题控制 (relinquish topic control),你有什么想讨论的话题吗？可以谈谈你最近所学到的一些新的词汇和句法，我可以提供反馈和建议。,开放式提问将话题决定权交给学生，后续列出的选项(词汇句法/文化历史/艺术科技)均为供选择的候选，学生(t10)真实做出选择，t11老师跟随，S1成立。
Qwen--Qwen2.5-7B-Instruct|HSK7|20260417-140519,Qwen2.5-7B-Instruct,HSK7,human,1,S1,放弃话题控制 (relinquish topic control),我们聊点什么好呢？,
Qwen--Qwen2.5-7B-Instruct|HSK7|20260417-140519,Qwen2.5-7B-Instruct,HSK7,human,1,S1,放弃话题控制 (relinquish topic control),比如你最近有没有看什么有趣的书或者电影？,“or ”type
google--gemma-3-12b-it|HSK7|20260419-231558,gemma-3-12b-it,HSK7,human,1,S1,放弃话题控制 (relinquish topic control),或者,
google--gemma-3-12b-it|HSK7|20260419-231558,gemma-3-12b-it,HSK7,human,9,S1,放弃话题控制 (relinquish topic control),或者,
google--gemma-3-12b-it|HSK7|20260419-231558,gemma-3-12b-it,HSK7,human,9,S1,放弃话题控制 (relinquish topic control),为了更好地为你推荐书籍，你能告诉我你喜欢哪种类型的文学作品吗？ ,但是在放弃了话题控制之后又开始通过问问题来控制话题
google--gemma-3-12b-it|HSK7|20260420-002254,gemma-3-12b-it,HSK7,human,11,S1,放弃话题控制 (relinquish topic control),还是,
google--gemma-3-12b-it|HSK7|20260420-011003,gemma-3-12b-it,HSK7,human,3,S1,放弃话题控制 (relinquish topic control),或者,
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次，选择简单、以学生为中心的话题（姓名）
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你喜欢吃什么食物？,选择贴近学生个人喜好的简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,5,S2,选择显著话题 (select salient topics),你喜欢喝什么饮料？,继续选择学生个人喜好类简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,7,S2,选择显著话题 (select salient topics),你周末通常做什么？,以学生日常生活为话题，简单贴近学生
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S2,选择显著话题 (select salient topics),你觉得学汉语有趣吗？,以学生对学习本身的感受为话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140958,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140958,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你喜欢北京吗？,以学生对老师所在城市的感受为简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140958,Qwen2.5-7B-Instruct,HSK1,claude_candidate,5,S2,选择显著话题 (select salient topics),你喜欢吃什么食物呢？,转向学生个人喜好这一简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141337,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次选取学生姓名这一简单、以学生为中心的话题。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141337,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你喜欢上学吗？,选取学生自身、简单具体的话题（是否喜欢上学）。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141337,Qwen2.5-7B-Instruct,HSK1,claude_candidate,7,S2,选择显著话题 (select salient topics),你最喜欢学习哪个方面的中文？,选取学生自身学习偏好这一简单、贴近学生的话题。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你会说中文吗？,以学生自身的语言能力为简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,5,S2,选择显著话题 (select salient topics),你现在会说什么中文呢？,继续以学生自身能力为话题，贴近学生
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141426,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次选取学生姓名这一简单、以学生为中心的话题。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141426,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你现在用中文说你的英文名字给我听好吗？,继续围绕学生自身姓名这一简单具体的话题。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141730,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141730,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你喜欢北京吗？你觉得北京怎么样？,以学生对城市的感受为简单话题（两问内容基本重复）
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141748,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次选取学生姓名这一简单、以学生为中心的话题。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141748,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你喜欢吃什么呢？,选取学生自身饮食喜好这一简单具体的话题。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141942,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141942,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S2,选择显著话题 (select salient topics),你喜欢读书还是看电视？,以学生个人爱好为简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你叫什么名字？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你在做什么呢？,以学生当下的行为为简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,7,S2,选择显著话题 (select salient topics),你喜欢吃哪种口味的月饼呢？,以学生个人口味这一简单、以学生为中心的话题追问
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S2,选择显著话题 (select salient topics),你喜欢怎么过中秋节呢？,继续以学生个人经历为简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,11,S2,选择显著话题 (select salient topics),那你最喜欢哪个故事呢？,教师自主选定“故事”这一新的具体小话题，虽贴近对话脉络，但由老师主导挑选
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,13,S2,选择显著话题 (select salient topics),你最喜欢故事里的什么部分？,以学生的具体感受为简单话题追问
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),你喜欢做什么呢？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你会喝茶吗？,以学生个人喜好为简单话题
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,5,S2,选择显著话题 (select salient topics),你还知道其他类型的茶吗？比如说红茶或者乌龙茶之类的。,继续追问学生对茶的了解，延续同一简单话题
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121636,Qwen2.5-7B-Instruct,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),你喜欢做些什么休闲活动呢？,开场轮次选取学生休闲活动这一简单、贴近学生的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121636,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),你最近读了什么有趣的书吗？,围绕学生自身阅读经历这一简单具体的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121636,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),我也挺喜欢听音乐的，特别是流行歌曲。你平时听哪种类型的音乐比较多呢？,同一话轮内追加第二个围绕学生自身喜好（音乐类型）的简单话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121758,Qwen2.5-7B-Instruct,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),你今天过得怎么样？,开场轮次选取学生日常状态这一简单、贴近学生的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121758,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),你觉得哪些单词难记或者发音有困难吗？我们可以一起练习一下。,围绕学生自身学习困难这一简单具体的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121853,Qwen2.5-7B-Instruct,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),你今天过得怎么样？我们来聊聊你的日常生活吧。你喜欢做什么活动呢？,开场轮次选取学生日常生活与活动喜好这一简单、贴近学生的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121853,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),我还喜欢旅行。你有没有特别想去的地方或者计划去什么地方旅游呢？,选取学生自身旅行计划这一简单具体的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121944,Qwen2.5-7B-Instruct,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),你今天过得怎么样？我们来聊聊你的日常生活吧。你喜欢做什么活动呢？,开场轮次选取学生日常生活与活动喜好这一简单、贴近学生的话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-122118,Qwen2.5-7B-Instruct,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),你喜欢做些什么事情呢？,开场轮次，选择简单、以学生为中心的话题
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-122118,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),你喜欢哪些类型的书或电影呢？,继续追问学生自己的兴趣类型，贴近学生
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-123044,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),我最近去了一个公园，看到了很多漂亮的花儿。春天真是个美好的季节！,老师选择简单、具体、与当下情境（春天/公园）相关的个人话题，符合S2特征。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-124239,Qwen2.5-7B-Instruct,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),今天我在公园散步的时候看到了一群小朋友在放风筝，他们玩得很开心。,老师分享自己简单、具体的日常经历（公园散步见闻），符合S2特征。
